"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"38067","0","10","70","0","2020","A","",388,3399,167141216,81539932,1270714,946,49178,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-100,-2.9,2692665,1.6,1675831,2.1,-82143,-6.1,42,4.6,2173,4.6
"38069","0","10","70","0","2020","A","",196,1568,70591826,30210213,182661,866,45030,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.5,-92,-5.5,198654,0.3,-89423,-0.3,-11364,-5.9,50,6.1,2614,6.2
"38071","0","10","70","0","2020","A","",508,5472,239148178,99797768,626074,840,43706,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-10,-1.9,-195,-3.4,6433641,2.8,1345108,1.4,29308,4.9,50,6.3,2641,6.4
"38073","0","10","70","0","2020","A","",256,1953,78786074,34329422,154142,776,40332,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,2.0,-79,-3.9,2383296,3.1,1339928,4.1,14293,10.2,53,7.3,2724,7.2
"38075","0","10","70","0","2020","A","",140,704,29783501,12015966,66939,813,42296,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,2.2,-27,-3.7,833302,2.9,1048050,9.6,-6698,-9.1,52,6.8,2715,6.9
"38077","0","10","70","0","2020","A","",641,7371,337848201,171745534,1195597,881,45838,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",17,2.7,-435,-5.6,8562054,2.6,332051,0.2,-52535,-4.2,70,8.6,3657,8.7
"38079","0","10","70","0","2020","A","",261,4085,180230151,58299652,370876,848,44117,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,1.2,-272,-6.2,2852522,1.6,-4359700,-7.0,-938605,-71.7,65,8.3,3401,8.4
"38081","0","10","70","0","2020","A","",167,3562,169858711,92168522,216783,917,47686,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.6,-56,-1.5,5642390,3.4,5250037,6.0,-28306,-11.5,44,5.0,2295,5.1
"38083","0","10","70","0","2020","A","",45,227,6577810,2330770,21410,556,28935,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-5,-10.0,-12,-5.0,97639,1.5,43096,1.9,2461,13.0,34,6.5,1802,6.6
"38085","0","10","70","0","2020","A","",67,1467,72002116,36018098,68876,944,49081,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,1.5,-84,-5.4,2651064,3.8,388362,1.1,-16589,-19.4,84,9.8,4355,9.7
"38087","0","10","70","0","2020","A","",20,129,7486652,3679060,21191,1114,57924,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-3,-13.0,-7,-5.1,-1772637,-19.1,-644449,-14.9,-92063,-81.3,-192,-14.7,-9993,-14.7
"38089","0","10","70","0","2020","A","",1449,17719,1091609106,538171999,4577203,1185,61607,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",24,1.7,-2300,-11.5,-190968594,-14.9,-55287899,-9.3,-2345470,-33.9,-47,-3.8,-2460,-3.8
"38091","0","10","70","0","2020","A","",79,549,28935545,15486086,38534,1014,52706,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-1.2,-35,-6.0,-1625459,-5.3,-619414,-3.8,-100118,-72.2,8,0.8,368,0.7
"38093","0","10","70","0","2020","A","",828,10542,497622802,200063957,1064261,908,47206,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-0.1,-349,-3.2,10470183,2.1,1521825,0.8,-123359,-10.4,48,5.6,2477,5.5
"38095","0","10","70","0","2020","A","",101,699,30308853,12135014,125628,833,43340,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-1.0,-19,-2.6,1056417,3.6,46585,0.4,38469,44.1,50,6.4,2608,6.4
"38097","0","10","70","0","2020","A","",384,3338,160711345,71549569,511114,926,48153,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",12,3.2,-52,-1.5,7707272,5.0,4274016,6.4,-159832,-23.8,58,6.7,3023,6.7
"38099","0","10","70","0","2020","A","",516,4636,213396654,99316423,976591,885,46032,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,0.6,-233,-4.8,8572840,4.2,2449827,2.5,170733,21.2,76,9.4,3969,9.4
"38101","0","10","70","0","2020","A","",2388,29555,1551137465,651014669,6625583,1009,52484,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",22,0.9,-2199,-6.9,-80268486,-4.9,-33202427,-4.9,-1576646,-19.2,21,2.1,1107,2.2
"38103","0","10","70","0","2020","A","",198,1391,57759790,25048340,243737,799,41534,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,2.6,-38,-2.7,3364784,6.2,1134460,4.7,39837,19.5,67,9.2,3456,9.1
"38105","0","10","70","0","2020","A","",2151,24302,1807170665,915431752,5846803,1430,74364,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",77,3.7,-5398,-18.2,-574054983,-24.1,-143542170,-13.6,-3816399,-39.5,-112,-7.3,-5812,-7.2
"38999","0","10","70","0","2020","A","",688,2416,193659322,111950633,2195886,1542,80174,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-45,-6.1,-410,-14.5,-24717974,-11.3,-8182639,-6.8,253636,13.1,56,3.8,2911,3.8
